CustomerKey,CustomerName,Segment,Industry,RegionKey,RegionName,Country,City,CustomerSince,Status
589,Customer 0589,Enterprise,Retail,10,India South,India,Bengaluru,2022-02-15,Dormant
590,Customer 0590,Small Business,Government,6,Kuwait,Kuwait,Kuwait City,2023-03-16,Active
591,Customer 0591,Mid-Market,Technology,8,Oman,Oman,Muscat,2024-04-17,Dormant
592,Customer 0592,Consumer,Healthcare,4,Saudi West,Saudi Arabia,Jeddah,2017-05-18,Active
593,Customer 0593,Consumer,Government,9,India West,India,Mumbai,2018-06-19,Active
594,Customer 0594,Mid-Market,Healthcare,9,India West,India,Mumbai,2019-07-20,Dormant
595,Customer 0595,Small Business,Government,2,UAE South,UAE,Abu Dhabi,2020-08-21,Active
596,Customer 0596,Enterprise,Education,1,UAE North,UAE,Dubai,2021-09-22,Dormant
597,Customer 0597,Enterprise,Construction,10,India South,India,Bengaluru,2022-10-23,Active
598,Customer 0598,Small Business,Education,3,Saudi Central,Saudi Arabia,Riyadh,2023-11-24,Active
599,Customer 0599,Consumer,Construction,8,Oman,Oman,Muscat,2024-12-25,Active
600,Customer 0600,Small Business,Education,3,Saudi Central,Saudi Arabia,Riyadh,2017-01-01,Dormant
601,Customer 0601,Mid-Market,Financial Services,6,Kuwait,Kuwait,Kuwait City,2018-02-02,Active
602,Customer 0602,Mid-Market,Healthcare,8,Oman,Oman,Muscat,2019-03-03,Active
603,Customer 0603,Consumer,Education,2,UAE South,UAE,Abu Dhabi,2020-04-04,Dormant
604,Customer 0604,Mid-Market,Healthcare,7,Bahrain,Bahrain,Manama,2021-05-05,Dormant
605,Customer 0605,Mid-Market,Government,1,UAE North,UAE,Dubai,2022-06-06,Active
606,Customer 0606,Small Business,Construction,9,India West,India,Mumbai,2023-07-07,Dormant
607,Customer 0607,Mid-Market,Retail,5,Qatar,Qatar,Doha,2024-08-08,Dormant
608,Customer 0608,Small Business,Retail,2,UAE South,UAE,Abu Dhabi,2017-09-09,Active
609,Customer 0609,Small Business,Hospitality,5,Qatar,Qatar,Doha,2018-10-10,Dormant
610,Customer 0610,Mid-Market,Construction,6,Kuwait,Kuwait,Kuwait City,2019-11-11,Active
611,Customer 0611,Enterprise,Hospitality,6,Kuwait,Kuwait,Kuwait City,2020-12-12,Active
612,Customer 0612,Mid-Market,Healthcare,10,India South,India,Bengaluru,2021-01-13,Active
613,Customer 0613,Mid-Market,Government,6,Kuwait,Kuwait,Kuwait City,2022-02-14,Dormant
614,Customer 0614,Small Business,Technology,2,UAE South,UAE,Abu Dhabi,2023-03-15,Dormant
615,Customer 0615,Consumer,Construction,3,Saudi Central,Saudi Arabia,Riyadh,2024-04-16,Dormant
616,Customer 0616,Small Business,Hospitality,10,India South,India,Bengaluru,2017-05-17,Active
617,Customer 0617,Mid-Market,Construction,3,Saudi Central,Saudi Arabia,Riyadh,2018-06-18,Active
618,Customer 0618,Consumer,Financial Services,5,Qatar,Qatar,Doha,2019-07-19,Active
619,Customer 0619,Consumer,Construction,8,Oman,Oman,Muscat,2020-08-20,Dormant
620,Customer 0620,Mid-Market,Retail,7,Bahrain,Bahrain,Manama,2021-09-21,Active
621,Customer 0621,Small Business,Hospitality,4,Saudi West,Saudi Arabia,Jeddah,2022-10-22,Active
622,Customer 0622,Small Business,Hospitality,3,Saudi Central,Saudi Arabia,Riyadh,2023-11-23,Active
623,Customer 0623,Small Business,Retail,8,Oman,Oman,Muscat,2024-12-24,Dormant
624,Customer 0624,Consumer,Hospitality,9,India West,India,Mumbai,2017-01-25,Active
625,Customer 0625,Small Business,Hospitality,5,Qatar,Qatar,Doha,2018-02-01,Dormant
626,Customer 0626,Mid-Market,Technology,5,Qatar,Qatar,Doha,2019-03-02,Dormant
627,Customer 0627,Mid-Market,Healthcare,3,Saudi Central,Saudi Arabia,Riyadh,2020-04-03,Active
628,Customer 0628,Small Business,Construction,1,UAE North,UAE,Dubai,2021-05-04,Dormant
629,Customer 0629,Consumer,Technology,8,Oman,Oman,Muscat,2022-06-05,Dormant
630,Customer 0630,Consumer,Healthcare,3,Saudi Central,Saudi Arabia,Riyadh,2023-07-06,Dormant
631,Customer 0631,Small Business,Technology,10,India South,India,Bengaluru,2024-08-07,Active
632,Customer 0632,Small Business,Hospitality,8,Oman,Oman,Muscat,2017-09-08,Dormant
633,Customer 0633,Mid-Market,Technology,5,Qatar,Qatar,Doha,2018-10-09,Active
634,Customer 0634,Enterprise,Healthcare,5,Qatar,Qatar,Doha,2019-11-10,Active
635,Customer 0635,Small Business,Retail,5,Qatar,Qatar,Doha,2020-12-11,Dormant
636,Customer 0636,Mid-Market,Financial Services,8,Oman,Oman,Muscat,2021-01-12,Active
637,Customer 0637,Mid-Market,Retail,10,India South,India,Bengaluru,2022-02-13,Active
638,Customer 0638,Small Business,Financial Services,4,Saudi West,Saudi Arabia,Jeddah,2023-03-14,Dormant
639,Customer 0639,Mid-Market,Financial Services,4,Saudi West,Saudi Arabia,Jeddah,2024-04-15,Dormant
640,Customer 0640,Mid-Market,Financial Services,4,Saudi West,Saudi Arabia,Jeddah,2017-05-16,Active
641,Customer 0641,Consumer,Technology,9,India West,India,Mumbai,2018-06-17,Active
642,Customer 0642,Consumer,Financial Services,9,India West,India,Mumbai,2019-07-18,Active
643,Customer 0643,Mid-Market,Technology,2,UAE South,UAE,Abu Dhabi,2020-08-19,Active
644,Customer 0644,Small Business,Technology,8,Oman,Oman,Muscat,2021-09-20,Dormant
645,Customer 0645,Mid-Market,Healthcare,4,Saudi West,Saudi Arabia,Jeddah,2022-10-21,Active
646,Customer 0646,Enterprise,Hospitality,9,India West,India,Mumbai,2023-11-22,Active
647,Customer 0647,Mid-Market,Government,5,Qatar,Qatar,Doha,2024-12-23,Active
648,Customer 0648,Enterprise,Retail,4,Saudi West,Saudi Arabia,Jeddah,2017-01-24,Dormant
649,Customer 0649,Mid-Market,Technology,4,Saudi West,Saudi Arabia,Jeddah,2018-02-25,Dormant
650,Customer 0650,Small Business,Retail,6,Kuwait,Kuwait,Kuwait City,2019-03-01,Active
651,Customer 0651,Consumer,Healthcare,2,UAE South,UAE,Abu Dhabi,2020-04-02,Active
652,Customer 0652,Consumer,Hospitality,5,Qatar,Qatar,Doha,2021-05-03,Dormant
653,Customer 0653,Mid-Market,Technology,3,Saudi Central,Saudi Arabia,Riyadh,2022-06-04,Dormant
654,Customer 0654,Mid-Market,Education,1,UAE North,UAE,Dubai,2023-07-05,Dormant
655,Customer 0655,Mid-Market,Retail,8,Oman,Oman,Muscat,2024-08-06,Active
656,Customer 0656,Consumer,Hospitality,8,Oman,Oman,Muscat,2017-09-07,Active
657,Customer 0657,Small Business,Technology,8,Oman,Oman,Muscat,2018-10-08,Active
658,Customer 0658,Small Business,Retail,3,Saudi Central,Saudi Arabia,Riyadh,2019-11-09,Active
659,Customer 0659,Small Business,Technology,5,Qatar,Qatar,Doha,2020-12-10,Active
660,Customer 0660,Consumer,Education,6,Kuwait,Kuwait,Kuwait City,2021-01-11,Active
661,Customer 0661,Small Business,Construction,4,Saudi West,Saudi Arabia,Jeddah,2022-02-12,Active
662,Customer 0662,Consumer,Hospitality,3,Saudi Central,Saudi Arabia,Riyadh,2023-03-13,Dormant
663,Customer 0663,Enterprise,Retail,4,Saudi West,Saudi Arabia,Jeddah,2024-04-14,Dormant
664,Customer 0664,Mid-Market,Hospitality,10,India South,India,Bengaluru,2017-05-15,Active
665,Customer 0665,Small Business,Construction,3,Saudi Central,Saudi Arabia,Riyadh,2018-06-16,Active
666,Customer 0666,Mid-Market,Healthcare,1,UAE North,UAE,Dubai,2019-07-17,Active
667,Customer 0667,Small Business,Construction,3,Saudi Central,Saudi Arabia,Riyadh,2020-08-18,Active
668,Customer 0668,Consumer,Retail,8,Oman,Oman,Muscat,2021-09-19,Dormant
669,Customer 0669,Consumer,Technology,6,Kuwait,Kuwait,Kuwait City,2022-10-20,Active
670,Customer 0670,Consumer,Technology,8,Oman,Oman,Muscat,2023-11-21,Dormant
671,Customer 0671,Small Business,Construction,4,Saudi West,Saudi Arabia,Jeddah,2024-12-22,Active
672,Customer 0672,Mid-Market,Healthcare,8,Oman,Oman,Muscat,2017-01-23,Active
673,Customer 0673,Mid-Market,Technology,9,India West,India,Mumbai,2018-02-24,Active
674,Customer 0674,Mid-Market,Retail,9,India West,India,Mumbai,2019-03-25,Dormant
675,Customer 0675,Consumer,Construction,3,Saudi Central,Saudi Arabia,Riyadh,2020-04-01,Active
676,Customer 0676,Consumer,Financial Services,6,Kuwait,Kuwait,Kuwait City,2021-05-02,Active
677,Customer 0677,Small Business,Healthcare,9,India West,India,Mumbai,2022-06-03,Active
678,Customer 0678,Small Business,Construction,6,Kuwait,Kuwait,Kuwait City,2023-07-04,Active
679,Customer 0679,Small Business,Hospitality,2,UAE South,UAE,Abu Dhabi,2024-08-05,Active
680,Customer 0680,Mid-Market,Retail,3,Saudi Central,Saudi Arabia,Riyadh,2017-09-06,Active
681,Customer 0681,Small Business,Hospitality,2,UAE South,UAE,Abu Dhabi,2018-10-07,Active
682,Customer 0682,Small Business,Financial Services,10,India South,India,Bengaluru,2019-11-08,Dormant
683,Customer 0683,Small Business,Technology,9,India West,India,Mumbai,2020-12-09,Active
684,Customer 0684,Mid-Market,Hospitality,6,Kuwait,Kuwait,Kuwait City,2021-01-10,Active
685,Customer 0685,Small Business,Hospitality,4,Saudi West,Saudi Arabia,Jeddah,2022-02-11,Dormant
686,Customer 0686,Mid-Market,Financial Services,1,UAE North,UAE,Dubai,2023-03-12,Active
687,Customer 0687,Consumer,Technology,1,UAE North,UAE,Dubai,2024-04-13,Active
688,Customer 0688,Consumer,Hospitality,2,UAE South,UAE,Abu Dhabi,2017-05-14,Active
689,Customer 0689,Enterprise,Education,9,India West,India,Mumbai,2018-06-15,Dormant
690,Customer 0690,Mid-Market,Education,4,Saudi West,Saudi Arabia,Jeddah,2019-07-16,Active
691,Customer 0691,Consumer,Financial Services,9,India West,India,Mumbai,2020-08-17,Active
692,Customer 0692,Mid-Market,Government,10,India South,India,Bengaluru,2021-09-18,Dormant
693,Customer 0693,Mid-Market,Healthcare,2,UAE South,UAE,Abu Dhabi,2022-10-19,Dormant
694,Customer 0694,Mid-Market,Healthcare,9,India West,India,Mumbai,2023-11-20,Dormant
695,Customer 0695,Consumer,Construction,6,Kuwait,Kuwait,Kuwait City,2024-12-21,Active
696,Customer 0696,Consumer,Financial Services,7,Bahrain,Bahrain,Manama,2017-01-22,Active
697,Customer 0697,Mid-Market,Education,10,India South,India,Bengaluru,2018-02-23,Dormant
698,Customer 0698,Consumer,Technology,9,India West,India,Mumbai,2019-03-24,Active
699,Customer 0699,Small Business,Financial Services,8,Oman,Oman,Muscat,2020-04-25,Active
700,Customer 0700,Consumer,Retail,1,UAE North,UAE,Dubai,2021-05-01,Active
701,Customer 0701,Enterprise,Education,5,Qatar,Qatar,Doha,2022-06-02,Active
702,Customer 0702,Enterprise,Technology,6,Kuwait,Kuwait,Kuwait City,2023-07-03,Active
703,Customer 0703,Enterprise,Construction,2,UAE South,UAE,Abu Dhabi,2024-08-04,Active
704,Customer 0704,Mid-Market,Education,3,Saudi Central,Saudi Arabia,Riyadh,2017-09-05,Active
705,Customer 0705,Consumer,Hospitality,5,Qatar,Qatar,Doha,2018-10-06,Dormant
706,Customer 0706,Consumer,Hospitality,10,India South,India,Bengaluru,2019-11-07,Active
707,Customer 0707,Mid-Market,Hospitality,8,Oman,Oman,Muscat,2020-12-08,Active
708,Customer 0708,Consumer,Financial Services,1,UAE North,UAE,Dubai,2021-01-09,Active
709,Customer 0709,Consumer,Construction,1,UAE North,UAE,Dubai,2022-02-10,Active
710,Customer 0710,Small Business,Hospitality,7,Bahrain,Bahrain,Manama,2023-03-11,Active
711,Customer 0711,Consumer,Financial Services,10,India South,India,Bengaluru,2024-04-12,Active
712,Customer 0712,Small Business,Construction,5,Qatar,Qatar,Doha,2017-05-13,Active
713,Customer 0713,Small Business,Education,6,Kuwait,Kuwait,Kuwait City,2018-06-14,Active
714,Customer 0714,Small Business,Financial Services,1,UAE North,UAE,Dubai,2019-07-15,Dormant
715,Customer 0715,Small Business,Hospitality,10,India South,India,Bengaluru,2020-08-16,Active
716,Customer 0716,Mid-Market,Financial Services,7,Bahrain,Bahrain,Manama,2021-09-17,Active
717,Customer 0717,Mid-Market,Government,3,Saudi Central,Saudi Arabia,Riyadh,2022-10-18,Active
718,Customer 0718,Small Business,Hospitality,9,India West,India,Mumbai,2023-11-19,Dormant
719,Customer 0719,Small Business,Healthcare,9,India West,India,Mumbai,2024-12-20,Active
720,Customer 0720,Small Business,Government,8,Oman,Oman,Muscat,2017-01-21,Dormant
721,Customer 0721,Mid-Market,Education,10,India South,India,Bengaluru,2018-02-22,Active
722,Customer 0722,Mid-Market,Financial Services,2,UAE South,UAE,Abu Dhabi,2019-03-23,Active
723,Customer 0723,Enterprise,Financial Services,10,India South,India,Bengaluru,2020-04-24,Dormant
724,Customer 0724,Mid-Market,Construction,6,Kuwait,Kuwait,Kuwait City,2021-05-25,Active
725,Customer 0725,Small Business,Technology,10,India South,India,Bengaluru,2022-06-01,Active
726,Customer 0726,Small Business,Government,6,Kuwait,Kuwait,Kuwait City,2023-07-02,Active
727,Customer 0727,Enterprise,Education,8,Oman,Oman,Muscat,2024-08-03,Active
728,Customer 0728,Mid-Market,Hospitality,6,Kuwait,Kuwait,Kuwait City,2017-09-04,Active
729,Customer 0729,Mid-Market,Healthcare,1,UAE North,UAE,Dubai,2018-10-05,Active
730,Customer 0730,Mid-Market,Hospitality,1,UAE North,UAE,Dubai,2019-11-06,Active
731,Customer 0731,Small Business,Construction,8,Oman,Oman,Muscat,2020-12-07,Active
732,Customer 0732,Mid-Market,Technology,9,India West,India,Mumbai,2021-01-08,Dormant
733,Customer 0733,Consumer,Healthcare,10,India South,India,Bengaluru,2022-02-09,Active
734,Customer 0734,Small Business,Retail,7,Bahrain,Bahrain,Manama,2023-03-10,Active
735,Customer 0735,Enterprise,Education,3,Saudi Central,Saudi Arabia,Riyadh,2024-04-11,Active
736,Customer 0736,Small Business,Retail,1,UAE North,UAE,Dubai,2017-05-12,Active
737,Customer 0737,Small Business,Construction,7,Bahrain,Bahrain,Manama,2018-06-13,Active
738,Customer 0738,Mid-Market,Financial Services,1,UAE North,UAE,Dubai,2019-07-14,Active
739,Customer 0739,Small Business,Hospitality,7,Bahrain,Bahrain,Manama,2020-08-15,Active
740,Customer 0740,Consumer,Hospitality,8,Oman,Oman,Muscat,2021-09-16,Active
741,Customer 0741,Small Business,Government,4,Saudi West,Saudi Arabia,Jeddah,2022-10-17,Active
742,Customer 0742,Mid-Market,Technology,1,UAE North,UAE,Dubai,2023-11-18,Active
743,Customer 0743,Small Business,Healthcare,8,Oman,Oman,Muscat,2024-12-19,Active
744,Customer 0744,Small Business,Construction,6,Kuwait,Kuwait,Kuwait City,2017-01-20,Active
745,Customer 0745,Consumer,Technology,4,Saudi West,Saudi Arabia,Jeddah,2018-02-21,Active
746,Customer 0746,Consumer,Retail,5,Qatar,Qatar,Doha,2019-03-22,Active
747,Customer 0747,Mid-Market,Financial Services,4,Saudi West,Saudi Arabia,Jeddah,2020-04-23,Active
748,Customer 0748,Consumer,Education,2,UAE South,UAE,Abu Dhabi,2021-05-24,Dormant
749,Customer 0749,Small Business,Financial Services,4,Saudi West,Saudi Arabia,Jeddah,2022-06-25,Active
750,Customer 0750,Mid-Market,Healthcare,10,India South,India,Bengaluru,2023-07-01,Active
751,Customer 0751,Small Business,Education,3,Saudi Central,Saudi Arabia,Riyadh,2024-08-02,Active
752,Customer 0752,Small Business,Healthcare,5,Qatar,Qatar,Doha,2017-09-03,Dormant
753,Customer 0753,Small Business,Healthcare,3,Saudi Central,Saudi Arabia,Riyadh,2018-10-04,Active
754,Customer 0754,Small Business,Hospitality,2,UAE South,UAE,Abu Dhabi,2019-11-05,Active
755,Customer 0755,Consumer,Healthcare,6,Kuwait,Kuwait,Kuwait City,2020-12-06,Active
756,Customer 0756,Consumer,Financial Services,6,Kuwait,Kuwait,Kuwait City,2021-01-07,Dormant
757,Customer 0757,Small Business,Technology,5,Qatar,Qatar,Doha,2022-02-08,Active
758,Customer 0758,Enterprise,Healthcare,4,Saudi West,Saudi Arabia,Jeddah,2023-03-09,Active
759,Customer 0759,Small Business,Education,10,India South,India,Bengaluru,2024-04-10,Active
760,Customer 0760,Small Business,Construction,4,Saudi West,Saudi Arabia,Jeddah,2017-05-11,Active
761,Customer 0761,Mid-Market,Government,8,Oman,Oman,Muscat,2018-06-12,Active
762,Customer 0762,Consumer,Government,3,Saudi Central,Saudi Arabia,Riyadh,2019-07-13,Dormant
763,Customer 0763,Mid-Market,Education,3,Saudi Central,Saudi Arabia,Riyadh,2020-08-14,Active
764,Customer 0764,Consumer,Retail,7,Bahrain,Bahrain,Manama,2021-09-15,Active
765,Customer 0765,Mid-Market,Education,7,Bahrain,Bahrain,Manama,2022-10-16,Active
766,Customer 0766,Mid-Market,Government,2,UAE South,UAE,Abu Dhabi,2023-11-17,Dormant
767,Customer 0767,Consumer,Education,6,Kuwait,Kuwait,Kuwait City,2024-12-18,Dormant
768,Customer 0768,Consumer,Financial Services,7,Bahrain,Bahrain,Manama,2017-01-19,Active
769,Customer 0769,Small Business,Retail,7,Bahrain,Bahrain,Manama,2018-02-20,Active
770,Customer 0770,Small Business,Retail,8,Oman,Oman,Muscat,2019-03-21,Active
771,Customer 0771,Small Business,Retail,9,India West,India,Mumbai,2020-04-22,Dormant
772,Customer 0772,Consumer,Retail,9,India West,India,Mumbai,2021-05-23,Active
773,Customer 0773,Small Business,Technology,5,Qatar,Qatar,Doha,2022-06-24,Active
774,Customer 0774,Mid-Market,Technology,8,Oman,Oman,Muscat,2023-07-25,Active
775,Customer 0775,Consumer,Government,9,India West,India,Mumbai,2024-08-01,Dormant
776,Customer 0776,Consumer,Hospitality,2,UAE South,UAE,Abu Dhabi,2017-09-02,Active
777,Customer 0777,Consumer,Healthcare,10,India South,India,Bengaluru,2018-10-03,Dormant
778,Customer 0778,Mid-Market,Retail,7,Bahrain,Bahrain,Manama,2019-11-04,Active
779,Customer 0779,Small Business,Education,8,Oman,Oman,Muscat,2020-12-05,Dormant
780,Customer 0780,Mid-Market,Healthcare,2,UAE South,UAE,Abu Dhabi,2021-01-06,Active
781,Customer 0781,Enterprise,Government,2,UAE South,UAE,Abu Dhabi,2022-02-07,Active
782,Customer 0782,Small Business,Financial Services,2,UAE South,UAE,Abu Dhabi,2023-03-08,Active
783,Customer 0783,Small Business,Retail,7,Bahrain,Bahrain,Manama,2024-04-09,Active
784,Customer 0784,Small Business,Healthcare,6,Kuwait,Kuwait,Kuwait City,2017-05-10,Active
785,Customer 0785,Mid-Market,Retail,3,Saudi Central,Saudi Arabia,Riyadh,2018-06-11,Dormant
786,Customer 0786,Mid-Market,Government,5,Qatar,Qatar,Doha,2019-07-12,Active
787,Customer 0787,Enterprise,Healthcare,3,Saudi Central,Saudi Arabia,Riyadh,2020-08-13,Active
788,Customer 0788,Small Business,Technology,1,UAE North,UAE,Dubai,2021-09-14,Active
789,Customer 0789,Small Business,Government,8,Oman,Oman,Muscat,2022-10-15,Active
790,Customer 0790,Consumer,Education,10,India South,India,Bengaluru,2023-11-16,Active
791,Customer 0791,Small Business,Government,10,India South,India,Bengaluru,2024-12-17,Dormant
792,Customer 0792,Enterprise,Retail,8,Oman,Oman,Muscat,2017-01-18,Active
793,Customer 0793,Mid-Market,Education,9,India West,India,Mumbai,2018-02-19,Active
794,Customer 0794,Mid-Market,Construction,3,Saudi Central,Saudi Arabia,Riyadh,2019-03-20,Active
795,Customer 0795,Consumer,Technology,3,Saudi Central,Saudi Arabia,Riyadh,2020-04-21,Active
796,Customer 0796,Enterprise,Financial Services,2,UAE South,UAE,Abu Dhabi,2021-05-22,Active
797,Customer 0797,Small Business,Healthcare,3,Saudi Central,Saudi Arabia,Riyadh,2022-06-23,Dormant
798,Customer 0798,Mid-Market,Retail,10,India South,India,Bengaluru,2023-07-24,Active
799,Customer 0799,Mid-Market,Financial Services,5,Qatar,Qatar,Doha,2024-08-25,Active
800,Customer 0800,Consumer,Hospitality,7,Bahrain,Bahrain,Manama,2017-09-01,Active
801,Customer 0801,Mid-Market,Technology,8,Oman,Oman,Muscat,2018-10-02,Active
802,Customer 0802,Small Business,Education,9,India West,India,Mumbai,2019-11-03,Active
803,Customer 0803,Enterprise,Hospitality,10,India South,India,Bengaluru,2020-12-04,Dormant
804,Customer 0804,Consumer,Technology,10,India South,India,Bengaluru,2021-01-05,Dormant
805,Customer 0805,Consumer,Technology,10,India South,India,Bengaluru,2022-02-06,Active
806,Customer 0806,Small Business,Government,3,Saudi Central,Saudi Arabia,Riyadh,2023-03-07,Dormant
807,Customer 0807,Consumer,Education,8,Oman,Oman,Muscat,2024-04-08,Active
808,Customer 0808,Enterprise,Retail,4,Saudi West,Saudi Arabia,Jeddah,2017-05-09,Dormant
809,Customer 0809,Consumer,Education,2,UAE South,UAE,Abu Dhabi,2018-06-10,Dormant
810,Customer 0810,Enterprise,Construction,7,Bahrain,Bahrain,Manama,2019-07-11,Active
811,Customer 0811,Small Business,Technology,1,UAE North,UAE,Dubai,2020-08-12,Active
812,Customer 0812,Mid-Market,Construction,2,UAE South,UAE,Abu Dhabi,2021-09-13,Active
813,Customer 0813,Small Business,Construction,2,UAE South,UAE,Abu Dhabi,2022-10-14,Dormant
814,Customer 0814,Small Business,Retail,10,India South,India,Bengaluru,2023-11-15,Active
815,Customer 0815,Mid-Market,Construction,4,Saudi West,Saudi Arabia,Jeddah,2024-12-16,Dormant
816,Customer 0816,Consumer,Healthcare,8,Oman,Oman,Muscat,2017-01-17,Dormant
817,Customer 0817,Small Business,Construction,3,Saudi Central,Saudi Arabia,Riyadh,2018-02-18,Dormant
818,Customer 0818,Consumer,Retail,7,Bahrain,Bahrain,Manama,2019-03-19,Active
819,Customer 0819,Consumer,Construction,10,India South,India,Bengaluru,2020-04-20,Active
820,Customer 0820,Small Business,Construction,4,Saudi West,Saudi Arabia,Jeddah,2021-05-21,Active
821,Customer 0821,Consumer,Technology,2,UAE South,UAE,Abu Dhabi,2022-06-22,Active
822,Customer 0822,Consumer,Healthcare,6,Kuwait,Kuwait,Kuwait City,2023-07-23,Dormant
823,Customer 0823,Small Business,Technology,3,Saudi Central,Saudi Arabia,Riyadh,2024-08-24,Active
824,Customer 0824,Mid-Market,Hospitality,1,UAE North,UAE,Dubai,2017-09-25,Dormant
825,Customer 0825,Small Business,Technology,4,Saudi West,Saudi Arabia,Jeddah,2018-10-01,Active
826,Customer 0826,Mid-Market,Hospitality,9,India West,India,Mumbai,2019-11-02,Active
827,Customer 0827,Consumer,Hospitality,1,UAE North,UAE,Dubai,2020-12-03,Dormant
828,Customer 0828,Enterprise,Government,9,India West,India,Mumbai,2021-01-04,Active
829,Customer 0829,Mid-Market,Government,4,Saudi West,Saudi Arabia,Jeddah,2022-02-05,Active
830,Customer 0830,Mid-Market,Hospitality,6,Kuwait,Kuwait,Kuwait City,2023-03-06,Active
831,Customer 0831,Consumer,Government,4,Saudi West,Saudi Arabia,Jeddah,2024-04-07,Dormant
832,Customer 0832,Enterprise,Technology,9,India West,India,Mumbai,2017-05-08,Active
833,Customer 0833,Consumer,Construction,10,India South,India,Bengaluru,2018-06-09,Dormant
834,Customer 0834,Enterprise,Technology,1,UAE North,UAE,Dubai,2019-07-10,Active
835,Customer 0835,Consumer,Education,10,India South,India,Bengaluru,2020-08-11,Active
836,Customer 0836,Mid-Market,Technology,4,Saudi West,Saudi Arabia,Jeddah,2021-09-12,Active
837,Customer 0837,Small Business,Technology,8,Oman,Oman,Muscat,2022-10-13,Active
838,Customer 0838,Mid-Market,Retail,3,Saudi Central,Saudi Arabia,Riyadh,2023-11-14,Active
839,Customer 0839,Small Business,Construction,4,Saudi West,Saudi Arabia,Jeddah,2024-12-15,Active
840,Customer 0840,Consumer,Technology,3,Saudi Central,Saudi Arabia,Riyadh,2017-01-16,Active
841,Customer 0841,Enterprise,Construction,3,Saudi Central,Saudi Arabia,Riyadh,2018-02-17,Dormant
842,Customer 0842,Mid-Market,Government,1,UAE North,UAE,Dubai,2019-03-18,Active
843,Customer 0843,Small Business,Hospitality,2,UAE South,UAE,Abu Dhabi,2020-04-19,Dormant
844,Customer 0844,Mid-Market,Government,7,Bahrain,Bahrain,Manama,2021-05-20,Active
845,Customer 0845,Mid-Market,Education,5,Qatar,Qatar,Doha,2022-06-21,Active
846,Customer 0846,Small Business,Hospitality,8,Oman,Oman,Muscat,2023-07-22,Dormant
847,Customer 0847,Small Business,Government,2,UAE South,UAE,Abu Dhabi,2024-08-23,Dormant
848,Customer 0848,Consumer,Healthcare,4,Saudi West,Saudi Arabia,Jeddah,2017-09-24,Active
849,Customer 0849,Small Business,Construction,6,Kuwait,Kuwait,Kuwait City,2018-10-25,Active
850,Customer 0850,Small Business,Hospitality,8,Oman,Oman,Muscat,2019-11-01,Dormant
851,Customer 0851,Mid-Market,Government,2,UAE South,UAE,Abu Dhabi,2020-12-02,Active
852,Customer 0852,Consumer,Healthcare,5,Qatar,Qatar,Doha,2021-01-03,Active
853,Customer 0853,Consumer,Hospitality,7,Bahrain,Bahrain,Manama,2022-02-04,Active
854,Customer 0854,Small Business,Technology,9,India West,India,Mumbai,2023-03-05,Dormant
855,Customer 0855,Small Business,Education,7,Bahrain,Bahrain,Manama,2024-04-06,Active
856,Customer 0856,Mid-Market,Government,9,India West,India,Mumbai,2017-05-07,Dormant
857,Customer 0857,Mid-Market,Financial Services,2,UAE South,UAE,Abu Dhabi,2018-06-08,Dormant
858,Customer 0858,Consumer,Education,10,India South,India,Bengaluru,2019-07-09,Active
859,Customer 0859,Consumer,Government,2,UAE South,UAE,Abu Dhabi,2020-08-10,Active
860,Customer 0860,Small Business,Construction,10,India South,India,Bengaluru,2021-09-11,Active
861,Customer 0861,Mid-Market,Financial Services,8,Oman,Oman,Muscat,2022-10-12,Active
862,Customer 0862,Enterprise,Financial Services,10,India South,India,Bengaluru,2023-11-13,Active
863,Customer 0863,Small Business,Retail,8,Oman,Oman,Muscat,2024-12-14,Active
864,Customer 0864,Consumer,Retail,4,Saudi West,Saudi Arabia,Jeddah,2017-01-15,Active
865,Customer 0865,Small Business,Technology,3,Saudi Central,Saudi Arabia,Riyadh,2018-02-16,Dormant
866,Customer 0866,Small Business,Education,10,India South,India,Bengaluru,2019-03-17,Active
867,Customer 0867,Mid-Market,Technology,6,Kuwait,Kuwait,Kuwait City,2020-04-18,Dormant
868,Customer 0868,Consumer,Retail,6,Kuwait,Kuwait,Kuwait City,2021-05-19,Dormant
869,Customer 0869,Consumer,Retail,3,Saudi Central,Saudi Arabia,Riyadh,2022-06-20,Active
870,Customer 0870,Consumer,Retail,9,India West,India,Mumbai,2023-07-21,Active
871,Customer 0871,Consumer,Retail,2,UAE South,UAE,Abu Dhabi,2024-08-22,Active
872,Customer 0872,Consumer,Financial Services,7,Bahrain,Bahrain,Manama,2017-09-23,Active
873,Customer 0873,Small Business,Financial Services,7,Bahrain,Bahrain,Manama,2018-10-24,Active
874,Customer 0874,Small Business,Education,3,Saudi Central,Saudi Arabia,Riyadh,2019-11-25,Dormant
875,Customer 0875,Consumer,Healthcare,6,Kuwait,Kuwait,Kuwait City,2020-12-01,Active
876,Customer 0876,Mid-Market,Hospitality,3,Saudi Central,Saudi Arabia,Riyadh,2021-01-02,Active
877,Customer 0877,Consumer,Government,3,Saudi Central,Saudi Arabia,Riyadh,2022-02-03,Dormant
878,Customer 0878,Enterprise,Financial Services,3,Saudi Central,Saudi Arabia,Riyadh,2023-03-04,Dormant
