ProductKey,ProductName,Category,Subcategory,Brand,StandardCost,ListPrice,ProductTier,Status
311,Nova Chairs 11,Furniture,Chairs,Nova,574.69,882.71,Standard,Active
312,Apex Chairs 12,Furniture,Chairs,Apex,400.27,579.3,Premium,Active
313,Fabrikam Chairs 13,Furniture,Chairs,Fabrikam,535.55,739.38,Premium,Active
314,Nova Chairs 14,Furniture,Chairs,Nova,419.87,504.45,Premium,Active
315,Fabrikam Chairs 15,Furniture,Chairs,Fabrikam,76.44,127.86,Eco,Active
316,Summit Chairs 16,Furniture,Chairs,Summit,537.92,752.63,Eco,Active
317,Contoso Chairs 17,Furniture,Chairs,Contoso,859.17,1375.69,Premium,Active
318,Adventure Chairs 18,Furniture,Chairs,Adventure,818.87,1233.09,Premium,Active
319,Contoso Chairs 19,Furniture,Chairs,Contoso,547.67,802.76,Premium,Active
320,Nova Chairs 20,Furniture,Chairs,Nova,100.32,169.79,Eco,Active
321,Contoso Chairs 21,Furniture,Chairs,Contoso,83.22,128.85,Standard,Active
322,Pioneer Chairs 22,Furniture,Chairs,Pioneer,639.2,1115.32,Eco,Active
323,Apex Chairs 23,Furniture,Chairs,Apex,551.95,765.79,Premium,Active
324,Summit Chairs 24,Furniture,Chairs,Summit,372.62,511.56,Standard,Active
325,Fabrikam Chairs 25,Furniture,Chairs,Fabrikam,711.99,1102.85,Premium,Active
326,Apex Desks 01,Furniture,Desks,Apex,92.3,144.6,Premium,Active
327,Summit Desks 02,Furniture,Desks,Summit,653.57,1015.81,Standard,Active
328,Northwind Desks 03,Furniture,Desks,Northwind,305.36,461.75,Premium,Active
329,Vertex Desks 04,Furniture,Desks,Vertex,284.73,442.46,Standard,Active
330,Apex Desks 05,Furniture,Desks,Apex,538.78,923.83,Eco,Active
331,Northwind Desks 06,Furniture,Desks,Northwind,344.0,561.15,Eco,Active
332,Pioneer Desks 07,Furniture,Desks,Pioneer,634.93,1091.99,Standard,Active
333,Nova Desks 08,Furniture,Desks,Nova,584.25,830.42,Standard,Active
334,Adventure Desks 09,Furniture,Desks,Adventure,331.44,425.15,Premium,Active
335,Adventure Desks 10,Furniture,Desks,Adventure,853.32,1243.44,Standard,Active
336,Fabrikam Desks 11,Furniture,Desks,Fabrikam,146.21,197.18,Eco,Active
337,Pioneer Desks 12,Furniture,Desks,Pioneer,695.62,1151.96,Standard,Active
338,Summit Desks 13,Furniture,Desks,Summit,598.44,1005.11,Standard,Active
339,Northwind Desks 14,Furniture,Desks,Northwind,540.74,685.62,Eco,Active
340,Northwind Desks 15,Furniture,Desks,Northwind,695.82,1141.95,Eco,Active
341,Adventure Desks 16,Furniture,Desks,Adventure,398.4,563.41,Premium,Active
342,Orion Desks 17,Furniture,Desks,Orion,552.65,889.14,Standard,Active
343,Orion Desks 18,Furniture,Desks,Orion,484.34,656.96,Standard,Active
344,Orion Desks 19,Furniture,Desks,Orion,336.11,578.06,Premium,Active
345,Pioneer Desks 20,Furniture,Desks,Pioneer,694.34,1127.28,Eco,Active
346,Adventure Desks 21,Furniture,Desks,Adventure,381.45,485.35,Eco,Active
347,Orion Desks 22,Furniture,Desks,Orion,131.45,173.84,Premium,Active
348,Pioneer Desks 23,Furniture,Desks,Pioneer,502.65,622.52,Standard,Active
349,Apex Desks 24,Furniture,Desks,Apex,262.28,423.58,Premium,Active
350,Vertex Desks 25,Furniture,Desks,Vertex,815.53,1030.82,Standard,Active
351,Orion Storage Furniture 01,Furniture,Storage Furniture,Orion,852.2,1113.45,Premium,Active
352,Vertex Storage Furniture 02,Furniture,Storage Furniture,Vertex,837.98,1186.99,Eco,Active
353,Fabrikam Storage Furniture 03,Furniture,Storage Furniture,Fabrikam,341.57,478.24,Premium,Active
354,Fabrikam Storage Furniture 04,Furniture,Storage Furniture,Fabrikam,208.29,283.62,Eco,Active
355,Northwind Storage Furniture 05,Furniture,Storage Furniture,Northwind,587.76,958.69,Standard,Active
356,Northwind Storage Furniture 06,Furniture,Storage Furniture,Northwind,263.9,436.22,Eco,Active
357,Fabrikam Storage Furniture 07,Furniture,Storage Furniture,Fabrikam,426.45,652.79,Standard,Active
358,Pioneer Storage Furniture 08,Furniture,Storage Furniture,Pioneer,236.28,391.26,Eco,Active
359,Apex Storage Furniture 09,Furniture,Storage Furniture,Apex,551.12,783.28,Standard,Active
360,Vertex Storage Furniture 10,Furniture,Storage Furniture,Vertex,276.63,333.95,Eco,Active
361,Fabrikam Storage Furniture 11,Furniture,Storage Furniture,Fabrikam,716.16,1031.67,Premium,Active
362,Pioneer Storage Furniture 12,Furniture,Storage Furniture,Pioneer,540.29,642.6,Eco,Active
363,Vertex Storage Furniture 13,Furniture,Storage Furniture,Vertex,223.81,282.41,Standard,Active
364,Vertex Storage Furniture 14,Furniture,Storage Furniture,Vertex,556.41,732.86,Standard,Active
365,Nova Storage Furniture 15,Furniture,Storage Furniture,Nova,600.62,738.04,Standard,Active
366,Pioneer Storage Furniture 16,Furniture,Storage Furniture,Pioneer,858.44,1279.18,Eco,Active
367,Contoso Storage Furniture 17,Furniture,Storage Furniture,Contoso,26.14,43.86,Eco,Active
368,Contoso Storage Furniture 18,Furniture,Storage Furniture,Contoso,353.1,491.79,Premium,Active
369,Fabrikam Storage Furniture 19,Furniture,Storage Furniture,Fabrikam,711.36,979.21,Eco,Active
370,Contoso Storage Furniture 20,Furniture,Storage Furniture,Contoso,663.79,909.08,Premium,Active
371,Northwind Storage Furniture 21,Furniture,Storage Furniture,Northwind,495.04,813.7,Eco,Active
372,Northwind Storage Furniture 22,Furniture,Storage Furniture,Northwind,422.44,665.92,Standard,Active
373,Orion Storage Furniture 23,Furniture,Storage Furniture,Orion,64.29,104.31,Standard,Active
374,Adventure Storage Furniture 24,Furniture,Storage Furniture,Adventure,269.75,325.04,Standard,Active
375,Vertex Storage Furniture 25,Furniture,Storage Furniture,Vertex,289.51,392.79,Eco,Active
376,Adventure Meeting Room 01,Furniture,Meeting Room,Adventure,430.27,516.7,Premium,Active
377,Nova Meeting Room 02,Furniture,Meeting Room,Nova,326.42,530.46,Premium,Active
378,Vertex Meeting Room 03,Furniture,Meeting Room,Vertex,119.03,165.42,Eco,Active
379,Nova Meeting Room 04,Furniture,Meeting Room,Nova,400.25,690.51,Standard,Active
380,Pioneer Meeting Room 05,Furniture,Meeting Room,Pioneer,450.61,659.51,Premium,Active
381,Fabrikam Meeting Room 06,Furniture,Meeting Room,Fabrikam,722.62,1152.17,Premium,Active
382,Pioneer Meeting Room 07,Furniture,Meeting Room,Pioneer,545.39,899.2,Premium,Active
383,Apex Meeting Room 08,Furniture,Meeting Room,Apex,294.52,360.98,Premium,Active
384,Northwind Meeting Room 09,Furniture,Meeting Room,Northwind,405.76,644.78,Eco,Active
385,Nova Meeting Room 10,Furniture,Meeting Room,Nova,403.97,579.64,Eco,Active
386,Contoso Meeting Room 11,Furniture,Meeting Room,Contoso,898.35,1200.64,Standard,Active
387,Pioneer Meeting Room 12,Furniture,Meeting Room,Pioneer,606.7,856.38,Eco,Active
388,Northwind Meeting Room 13,Furniture,Meeting Room,Northwind,614.03,1058.03,Eco,Active
389,Northwind Meeting Room 14,Furniture,Meeting Room,Northwind,612.86,876.24,Standard,Active
390,Nova Meeting Room 15,Furniture,Meeting Room,Nova,218.51,338.2,Premium,Active
391,Northwind Meeting Room 16,Furniture,Meeting Room,Northwind,854.92,1024.59,Eco,Active
392,Orion Meeting Room 17,Furniture,Meeting Room,Orion,409.33,569.56,Standard,Active
393,Vertex Meeting Room 18,Furniture,Meeting Room,Vertex,519.94,770.44,Premium,Active
394,Fabrikam Meeting Room 19,Furniture,Meeting Room,Fabrikam,587.41,776.72,Standard,Active
395,Vertex Meeting Room 20,Furniture,Meeting Room,Vertex,664.22,972.72,Eco,Active
396,Orion Meeting Room 21,Furniture,Meeting Room,Orion,113.04,183.32,Standard,Active
397,Orion Meeting Room 22,Furniture,Meeting Room,Orion,896.76,1204.15,Standard,Active
398,Orion Meeting Room 23,Furniture,Meeting Room,Orion,117.39,195.58,Standard,Active
399,Fabrikam Meeting Room 24,Furniture,Meeting Room,Fabrikam,809.62,1160.76,Eco,Active
400,Nova Meeting Room 25,Furniture,Meeting Room,Nova,871.06,1517.69,Eco,Active
401,Apex Routers 01,Networking,Routers,Apex,65.93,98.17,Standard,Active
402,Northwind Routers 02,Networking,Routers,Northwind,642.93,1098.49,Premium,Active
403,Adventure Routers 03,Networking,Routers,Adventure,461.81,576.88,Standard,Active
404,Nova Routers 04,Networking,Routers,Nova,219.17,320.34,Eco,Active
405,Pioneer Routers 05,Networking,Routers,Pioneer,518.47,749.93,Standard,Active
406,Apex Routers 06,Networking,Routers,Apex,553.86,680.77,Premium,Active
407,Pioneer Routers 07,Networking,Routers,Pioneer,899.64,1430.21,Premium,Active
408,Fabrikam Routers 08,Networking,Routers,Fabrikam,694.09,1144.77,Standard,Active
409,Orion Routers 09,Networking,Routers,Orion,875.36,1353.42,Premium,Active
410,Pioneer Routers 10,Networking,Routers,Pioneer,614.66,846.0,Eco,Active
411,Northwind Routers 11,Networking,Routers,Northwind,532.31,861.08,Premium,Active
412,Fabrikam Routers 12,Networking,Routers,Fabrikam,456.55,764.67,Eco,Active
413,Nova Routers 13,Networking,Routers,Nova,144.49,184.06,Eco,Active
414,Pioneer Routers 14,Networking,Routers,Pioneer,209.12,359.7,Premium,Active
415,Pioneer Routers 15,Networking,Routers,Pioneer,762.57,1008.76,Premium,Active
416,Pioneer Routers 16,Networking,Routers,Pioneer,119.65,161.84,Standard,Active
417,Summit Routers 17,Networking,Routers,Summit,456.3,582.29,Standard,Active
418,Summit Routers 18,Networking,Routers,Summit,160.71,246.84,Premium,Active
419,Contoso Routers 19,Networking,Routers,Contoso,759.54,1140.27,Standard,Active
420,Summit Routers 20,Networking,Routers,Summit,48.55,75.04,Premium,Active
421,Vertex Routers 21,Networking,Routers,Vertex,588.81,952.2,Eco,Active
422,Pioneer Routers 22,Networking,Routers,Pioneer,577.98,846.09,Premium,Active
423,Adventure Routers 23,Networking,Routers,Adventure,580.58,785.06,Eco,Active
424,Contoso Routers 24,Networking,Routers,Contoso,370.23,532.58,Standard,Active
425,Adventure Routers 25,Networking,Routers,Adventure,400.13,582.6,Premium,Active
426,Nova Switches 01,Networking,Switches,Nova,549.14,745.83,Eco,Active
427,Vertex Switches 02,Networking,Switches,Vertex,889.32,1224.47,Standard,Active
428,Fabrikam Switches 03,Networking,Switches,Fabrikam,686.51,1011.6,Premium,Active
429,Orion Switches 04,Networking,Switches,Orion,223.63,279.5,Standard,Active
430,Vertex Switches 05,Networking,Switches,Vertex,133.66,161.57,Eco,Active
431,Northwind Switches 06,Networking,Switches,Northwind,380.98,658.61,Premium,Active
432,Adventure Switches 07,Networking,Switches,Adventure,840.91,1337.92,Standard,Active
433,Orion Switches 08,Networking,Switches,Orion,452.45,666.64,Premium,Active
434,Vertex Switches 09,Networking,Switches,Vertex,451.65,556.13,Eco,Active
435,Summit Switches 10,Networking,Switches,Summit,415.85,547.76,Premium,Active
436,Summit Switches 11,Networking,Switches,Summit,51.4,68.9,Eco,Active
437,Contoso Switches 12,Networking,Switches,Contoso,607.89,816.32,Standard,Active
438,Nova Switches 13,Networking,Switches,Nova,392.39,660.39,Premium,Active
439,Summit Switches 14,Networking,Switches,Summit,334.42,470.97,Eco,Active
440,Fabrikam Switches 15,Networking,Switches,Fabrikam,181.63,271.6,Premium,Active
441,Apex Switches 16,Networking,Switches,Apex,457.8,739.67,Eco,Active
442,Fabrikam Switches 17,Networking,Switches,Fabrikam,614.92,767.25,Premium,Active
443,Pioneer Switches 18,Networking,Switches,Pioneer,340.89,593.99,Premium,Active
444,Pioneer Switches 19,Networking,Switches,Pioneer,681.43,881.4,Premium,Active
445,Northwind Switches 20,Networking,Switches,Northwind,454.07,547.53,Eco,Active
446,Orion Switches 21,Networking,Switches,Orion,305.07,442.36,Standard,Active
447,Nova Switches 22,Networking,Switches,Nova,548.78,808.81,Eco,Active
448,Summit Switches 23,Networking,Switches,Summit,292.13,410.15,Eco,Active
449,Pioneer Switches 24,Networking,Switches,Pioneer,759.6,1153.39,Eco,Active
450,Apex Switches 25,Networking,Switches,Apex,482.85,764.83,Premium,Active
451,Fabrikam Cables 01,Networking,Cables,Fabrikam,735.65,1022.53,Premium,Active
452,Contoso Cables 02,Networking,Cables,Contoso,528.66,863.91,Eco,Active
453,Summit Cables 03,Networking,Cables,Summit,431.33,746.73,Eco,Active
454,Orion Cables 04,Networking,Cables,Orion,210.97,255.12,Standard,Active
455,Vertex Cables 05,Networking,Cables,Vertex,475.62,756.75,Standard,Active
456,Summit Cables 06,Networking,Cables,Summit,740.92,976.57,Eco,Active
457,Nova Cables 07,Networking,Cables,Nova,106.03,126.26,Premium,Active
458,Vertex Cables 08,Networking,Cables,Vertex,143.08,225.15,Eco,Active
459,Contoso Cables 09,Networking,Cables,Contoso,699.28,1192.06,Eco,Active
460,Nova Cables 10,Networking,Cables,Nova,131.17,170.28,Eco,Active
461,Northwind Cables 11,Networking,Cables,Northwind,434.71,606.33,Premium,Active
462,Nova Cables 12,Networking,Cables,Nova,821.61,1129.82,Eco,Active
463,Apex Cables 13,Networking,Cables,Apex,696.61,1108.26,Eco,Active
464,Apex Cables 14,Networking,Cables,Apex,439.89,759.11,Eco,Active
465,Apex Cables 15,Networking,Cables,Apex,274.26,470.81,Premium,Active
466,Orion Cables 16,Networking,Cables,Orion,636.77,1001.92,Premium,Active
467,Apex Cables 17,Networking,Cables,Apex,435.98,653.74,Premium,Active
468,Vertex Cables 18,Networking,Cables,Vertex,116.71,182.73,Premium,Active
469,Northwind Cables 19,Networking,Cables,Northwind,737.99,1272.39,Premium,Active
470,Fabrikam Cables 20,Networking,Cables,Fabrikam,45.52,78.5,Premium,Active
471,Orion Cables 21,Networking,Cables,Orion,832.22,1293.19,Standard,Active
472,Pioneer Cables 22,Networking,Cables,Pioneer,188.24,279.91,Eco,Active
473,Summit Cables 23,Networking,Cables,Summit,250.29,310.93,Standard,Active
474,Pioneer Cables 24,Networking,Cables,Pioneer,224.27,350.27,Standard,Active
475,Vertex Cables 25,Networking,Cables,Vertex,577.05,698.18,Premium,Active
476,Northwind Security Devices 01,Networking,Security Devices,Northwind,647.88,801.63,Standard,Active
477,Northwind Security Devices 02,Networking,Security Devices,Northwind,868.35,1508.68,Premium,Active
478,Orion Security Devices 03,Networking,Security Devices,Orion,590.38,993.0,Premium,Active
479,Apex Security Devices 04,Networking,Security Devices,Apex,588.28,947.64,Premium,Active
480,Fabrikam Security Devices 05,Networking,Security Devices,Fabrikam,262.59,318.71,Eco,Active
481,Contoso Security Devices 06,Networking,Security Devices,Contoso,520.13,772.41,Standard,Active
482,Contoso Security Devices 07,Networking,Security Devices,Contoso,380.75,631.07,Premium,Active
483,Apex Security Devices 08,Networking,Security Devices,Apex,710.86,914.31,Standard,Active
484,Fabrikam Security Devices 09,Networking,Security Devices,Fabrikam,16.27,24.47,Premium,Active
485,Pioneer Security Devices 10,Networking,Security Devices,Pioneer,261.83,456.58,Eco,Active
486,Pioneer Security Devices 11,Networking,Security Devices,Pioneer,448.57,769.29,Premium,Active
487,Nova Security Devices 12,Networking,Security Devices,Nova,251.37,412.5,Standard,Active
488,Northwind Security Devices 13,Networking,Security Devices,Northwind,660.16,1022.93,Standard,Active
489,Summit Security Devices 14,Networking,Security Devices,Summit,665.06,1084.54,Eco,Active
490,Vertex Security Devices 15,Networking,Security Devices,Vertex,683.5,874.9,Premium,Active
491,Fabrikam Security Devices 16,Networking,Security Devices,Fabrikam,467.63,574.92,Standard,Active
492,Adventure Security Devices 17,Networking,Security Devices,Adventure,883.66,1283.21,Standard,Active
493,Apex Security Devices 18,Networking,Security Devices,Apex,240.62,316.23,Premium,Active
494,Contoso Security Devices 19,Networking,Security Devices,Contoso,277.34,441.54,Premium,Active
495,Contoso Security Devices 20,Networking,Security Devices,Contoso,591.09,930.89,Eco,Active
496,Vertex Security Devices 21,Networking,Security Devices,Vertex,113.46,153.72,Eco,Active
497,Apex Security Devices 22,Networking,Security Devices,Apex,456.25,771.16,Eco,Active
498,Apex Security Devices 23,Networking,Security Devices,Apex,112.73,191.89,Premium,Active
499,Northwind Security Devices 24,Networking,Security Devices,Northwind,556.25,725.85,Premium,Active
500,Summit Security Devices 25,Networking,Security Devices,Summit,144.64,232.32,Premium,Active
