TargetKey,MonthStartDateKey,SalespersonKey,RegionKey,TargetSales,TargetProfit,TargetOrders
1208,20220801,26,3,51693.8,12732.33,47
1209,20220901,26,3,59686.17,17231.86,49
1210,20221001,26,3,61573.09,14158.95,42
1211,20221101,26,3,78692.48,23193.74,74
1212,20221201,26,3,72301.94,16577.47,67
1213,20230101,26,3,61446.66,12690.1,65
1214,20230201,26,3,62960.69,12645.29,65
1215,20230301,26,3,64692.62,13873.93,40
1216,20230401,26,3,64446.84,18517.9,39
1217,20230501,26,3,61345.27,12643.67,65
1218,20230601,26,3,68715.87,15623.15,56
1219,20230701,26,3,51669.12,12632.68,31
1220,20230801,26,3,62539.3,17138.4,53
1221,20230901,26,3,67943.58,18682.61,42
1222,20231001,26,3,63061.37,17612.99,37
1223,20231101,26,3,81414.1,24330.72,55
1224,20231201,26,3,76077.72,21668.13,83
1225,20240101,26,3,72679.15,14608.34,53
1226,20240201,26,3,66644.24,13596.94,65
1227,20240301,26,3,64266.36,15639.88,59
1228,20240401,26,3,64396.62,17847.51,46
1229,20240501,26,3,59335.62,12680.57,46
1230,20240601,26,3,62576.37,15049.4,44
1231,20240701,26,3,58434.86,15549.31,40
1232,20240801,26,3,51821.41,12967.17,30
1233,20240901,26,3,59535.73,14956.38,33
1234,20241001,26,3,71815.48,16284.02,57
1235,20241101,26,3,82048.19,19269.64,85
1236,20241201,26,3,85756.42,19335.6,84
1237,20250101,26,3,69502.24,16760.23,46
1238,20250201,26,3,59320.86,12505.4,33
1239,20250301,26,3,68638.68,20549.65,65
1240,20250401,26,3,61226.61,12620.75,52
1241,20250501,26,3,68433.67,15388.05,59
1242,20250601,26,3,60184.53,13911.68,34
1243,20250701,26,3,60044.66,15942.2,48
1244,20250801,26,3,61839.68,16309.72,40
1245,20250901,26,3,71038.73,18780.73,44
1246,20251001,26,3,70600.61,15899.95,66
1247,20251101,26,3,86659.72,22985.21,63
1248,20251201,26,3,82346.84,18927.21,64
1249,20220101,27,3,63788.99,17731.06,64
1250,20220201,27,3,70819.61,14582.33,53
1251,20220301,27,3,64228.8,18833.26,54
1252,20220401,27,3,72776.89,15094.23,49
1253,20220501,27,3,70068.47,19616.07,60
1254,20220601,27,3,69044.15,17687.16,44
1255,20220701,27,3,59339.9,14334.89,37
1256,20220801,27,3,57884.65,17271.84,59
1257,20220901,27,3,70785.9,17520.45,44
1258,20221001,27,3,68168.89,19986.06,39
1259,20221101,27,3,84328.66,23908.08,63
1260,20221201,27,3,83036.65,24325.65,87
1261,20230101,27,3,65809.24,15095.24,49
1262,20230201,27,3,62260.44,15922.15,46
1263,20230301,27,3,64610.73,16766.07,36
1264,20230401,27,3,63271.53,18101.38,50
1265,20230501,27,3,62627.95,18228.94,61
1266,20230601,27,3,58924.52,15593.87,47
1267,20230701,27,3,61661.55,12833.96,37
1268,20230801,27,3,62617.56,14747.04,58
1269,20230901,27,3,68889.15,19340.72,39
1270,20231001,27,3,59704.71,17619.71,58
1271,20231101,27,3,76973.12,19711.76,59
1272,20231201,27,3,83342.04,18062.26,48
1273,20240101,27,3,65310.73,17582.86,45
1274,20240201,27,3,67151.6,17653.08,55
1275,20240301,27,3,61093.76,12918.22,45
1276,20240401,27,3,71473.32,20821.43,40
1277,20240501,27,3,63618.61,18165.23,43
1278,20240601,27,3,63196.52,15278.35,38
1279,20240701,27,3,60969.06,12729.89,42
1280,20240801,27,3,58691.81,15795.44,41
1281,20240901,27,3,67094.19,16487.11,42
1282,20241001,27,3,63285.82,15139.44,45
1283,20241101,27,3,70323.3,15541.77,50
1284,20241201,27,3,80977.45,23718.28,77
1285,20250101,27,3,62052.65,16425.84,50
1286,20250201,27,3,69094.66,14492.72,52
1287,20250301,27,3,60253.56,17573.26,50
1288,20250401,27,3,64087.7,18152.11,63
1289,20250501,27,3,62023.4,17418.19,62
1290,20250601,27,3,61855.59,13607.1,56
1291,20250701,27,3,61220.73,15321.99,37
1292,20250801,27,3,59133.9,17346.45,46
1293,20250901,27,3,64100.3,13504.41,36
1294,20251001,27,3,70286.71,15476.34,42
1295,20251101,27,3,76174.9,15653.97,57
1296,20251201,27,3,82571.93,19880.69,49
1297,20220101,28,3,59412.73,16367.8,50
1298,20220201,28,3,72741.16,16717.0,55
1299,20220301,28,3,67016.21,16685.56,61
1300,20220401,28,3,66745.97,15858.07,52
1301,20220501,28,3,68944.62,14192.09,45
1302,20220601,28,3,69848.3,16559.73,43
1303,20220701,28,3,53284.82,10953.49,55
1304,20220801,28,3,56287.75,11811.21,34
1305,20220901,28,3,59530.76,14438.13,36
1306,20221001,28,3,63242.75,14065.23,41
1307,20221101,28,3,83288.27,17834.99,47
1308,20221201,28,3,74304.45,18125.11,69
1309,20230101,28,3,63478.64,14096.84,39
1310,20230201,28,3,59204.82,15493.79,65
1311,20230301,28,3,61465.45,12557.75,56
1312,20230401,28,3,72413.41,14981.88,73
1313,20230501,28,3,69762.38,16251.2,64
1314,20230601,28,3,60964.87,12987.1,36
1315,20230701,28,3,51967.7,13202.75,32
1316,20230801,28,3,58944.52,15527.94,65
1317,20230901,28,3,67780.69,18854.06,51
1318,20231001,28,3,64440.55,12995.08,53
1319,20231101,28,3,72186.44,18374.32,68
1320,20231201,28,3,76814.73,19306.95,49
1321,20240101,28,3,64699.06,15000.9,56
1322,20240201,28,3,61810.12,12626.23,40
1323,20240301,28,3,70015.16,19053.49,67
1324,20240401,28,3,70236.81,19166.61,52
1325,20240501,28,3,69716.59,19907.11,67
1326,20240601,28,3,69260.36,17885.54,40
1327,20240701,28,3,64030.21,15979.32,47
1328,20240801,28,3,54718.86,16046.3,36
1329,20240901,28,3,66444.5,19108.87,45
1330,20241001,28,3,68622.46,17526.45,40
1331,20241101,28,3,86186.01,23381.26,81
1332,20241201,28,3,71129.24,15522.97,63
1333,20250101,28,3,60521.86,12805.63,56
1334,20250201,28,3,62869.14,13818.92,44
1335,20250301,28,3,61697.35,15830.46,38
1336,20250401,28,3,72196.02,16858.33,47
1337,20250501,28,3,64628.14,13311.9,36
1338,20250601,28,3,69422.51,18411.21,51
1339,20250701,28,3,61718.16,14886.07,35
1340,20250801,28,3,55388.71,12832.73,38
1341,20250901,28,3,59306.75,16628.7,42
1342,20251001,28,3,58920.89,14322.72,38
1343,20251101,28,3,70485.21,15331.21,66
1344,20251201,28,3,76937.81,16846.78,82
1345,20220101,29,3,72675.66,20055.17,54
1346,20220201,29,3,66042.07,13514.57,50
1347,20220301,29,3,62708.69,14233.94,58
1348,20220401,29,3,63839.33,18822.67,39
1349,20220501,29,3,60899.7,15646.59,62
1350,20220601,29,3,66810.46,19643.2,52
1351,20220701,29,3,52834.99,11008.12,39
1352,20220801,29,3,63143.7,17914.49,43
1353,20220901,29,3,72718.85,16099.82,54
1354,20221001,29,3,66044.13,19605.39,57
1355,20221101,29,3,78805.84,22980.38,66
1356,20221201,29,3,81547.21,23992.81,83
1357,20230101,29,3,59451.57,16726.42,59
1358,20230201,29,3,71424.72,14824.4,52
1359,20230301,29,3,72782.88,17609.75,63
1360,20230401,29,3,61234.78,16322.42,45
1361,20230501,29,3,64712.84,14578.87,41
1362,20230601,29,3,63280.85,13206.05,68
1363,20230701,29,3,54993.4,15734.38,49
1364,20230801,29,3,61536.9,15357.99,39
1365,20230901,29,3,69645.01,18042.74,44
1366,20231001,29,3,60965.5,17503.56,40
1367,20231101,29,3,81990.28,20450.84,90
1368,20231201,29,3,86348.65,25899.94,75
1369,20240101,29,3,70130.89,14324.47,55
1370,20240201,29,3,65184.49,17721.28,56
1371,20240301,29,3,58644.93,14733.92,35
1372,20240401,29,3,65349.8,17487.04,43
1373,20240501,29,3,68128.6,14643.5,51
1374,20240601,29,3,68513.48,20356.14,42
1375,20240701,29,3,54689.61,13066.25,54
1376,20240801,29,3,52548.69,11631.67,40
1377,20240901,29,3,59527.58,14343.77,46
1378,20241001,29,3,68674.52,14761.46,60
1379,20241101,29,3,82111.1,21783.97,64
1380,20241201,29,3,82442.29,20935.41,51
1381,20250101,29,3,71142.73,16306.37,62
1382,20250201,29,3,70686.5,21083.41,45
1383,20250301,29,3,61672.02,14527.27,46
1384,20250401,29,3,71281.79,15882.61,55
1385,20250501,29,3,60633.63,16140.0,55
1386,20250601,29,3,70617.28,18354.22,45
1387,20250701,29,3,52531.89,10910.64,33
1388,20250801,29,3,62332.36,15357.08,42
1389,20250901,29,3,58998.32,12764.67,42
1390,20251001,29,3,63150.11,13843.45,38
1391,20251101,29,3,78047.57,21506.44,71
1392,20251201,29,3,76995.89,16685.9,43
1393,20220101,30,3,70286.83,20842.21,59
1394,20220201,30,3,61650.92,17205.24,59
1395,20220301,30,3,62514.16,18279.72,59
1396,20220401,30,3,72011.7,20842.51,45
1397,20220501,30,3,69661.89,19994.0,54
1398,20220601,30,3,60848.75,15177.65,35
1399,20220701,30,3,59313.46,12262.06,47
1400,20220801,30,3,59315.68,14188.18,45
1401,20220901,30,3,67401.6,13963.88,49
1402,20221001,30,3,69462.81,19787.22,71
1403,20221101,30,3,85504.07,24767.13,51
1404,20221201,30,3,74203.98,17896.55,78
1405,20230101,30,3,63672.59,13962.16,36
1406,20230201,30,3,67585.28,17418.39,41
1407,20230301,30,3,72361.13,21471.53,73
1408,20230401,30,3,69447.41,18871.61,38
1409,20230501,30,3,60124.56,17254.35,44
1410,20230601,30,3,61506.02,17343.17,68
1411,20230701,30,3,56017.0,13714.62,32
1412,20230801,30,3,51529.35,14373.62,45
1413,20230901,30,3,58780.7,13918.88,44
1414,20231001,30,3,72255.88,18180.53,60
1415,20231101,30,3,79252.95,17702.81,52
1416,20231201,30,3,76913.87,19035.93,48
1417,20240101,30,3,68437.45,15212.33,47
1418,20240201,30,3,65400.25,18685.07,42
1419,20240301,30,3,72189.9,15842.58,50
1420,20240401,30,3,69684.31,16988.94,44
1421,20240501,30,3,63973.34,14577.2,58
1422,20240601,30,3,63790.63,16112.17,53
1423,20240701,30,3,54024.3,11997.43,54
1424,20240801,30,3,53794.66,12900.95,35
1425,20240901,30,3,68306.68,15290.91,68
1426,20241001,30,3,64128.12,16014.12,41
1427,20241101,30,3,75640.15,19250.9,48
1428,20241201,30,3,81613.39,24259.05,64
1429,20250101,30,3,68946.55,15586.04,63
1430,20250201,30,3,64353.72,17127.4,70
1431,20250301,30,3,69294.97,19406.63,43
1432,20250401,30,3,71686.03,19948.15,52
1433,20250501,30,3,71344.79,20575.55,47
1434,20250601,30,3,63450.56,14553.26,65
1435,20250701,30,3,52567.8,11272.61,41
1436,20250801,30,3,60265.05,15253.17,33
1437,20250901,30,3,67176.32,17097.34,60
1438,20251001,30,3,61330.96,13973.53,40
1439,20251101,30,3,74841.03,20427.27,54
1440,20251201,30,3,72966.82,19150.26,62
1441,20220101,31,4,153262.28,41542.37,155
1442,20220201,31,4,150313.34,41592.61,85
1443,20220301,31,4,145043.34,33524.89,100
1444,20220401,31,4,154708.67,43295.58,121
1445,20220501,31,4,156314.04,40563.32,124
1446,20220601,31,4,134612.14,30898.37,135
1447,20220701,31,4,126662.11,33443.52,128
1448,20220801,31,4,132215.94,32958.09,75
1449,20220901,31,4,130987.84,39266.12,74
1450,20221001,31,4,130773.46,27398.28,83
1451,20221101,31,4,166674.76,49208.71,95
1452,20221201,31,4,155520.46,45291.98,88
1453,20230101,31,4,128790.53,28697.14,103
1454,20230201,31,4,149840.17,35214.9,95
1455,20230301,31,4,143028.49,40485.71,130
1456,20230401,31,4,144419.6,39552.24,147
1457,20230501,31,4,131326.79,33709.46,74
1458,20230601,31,4,149061.54,36204.08,132
1459,20230701,31,4,132944.19,36629.31,80
1460,20230801,31,4,131946.27,33522.26,134
1461,20230901,31,4,146242.05,32755.84,104
1462,20231001,31,4,154046.68,36081.91,140
1463,20231101,31,4,163135.48,32772.73,167
1464,20231201,31,4,170943.12,41069.59,98
1465,20240101,31,4,128541.46,27585.36,95
1466,20240201,31,4,153719.08,33266.28,91
1467,20240301,31,4,126408.06,35255.19,90
1468,20240401,31,4,150857.92,44762.29,116
1469,20240501,31,4,133161.84,31879.69,80
1470,20240601,31,4,138664.21,41059.33,111
1471,20240701,31,4,113149.32,32476.79,76
1472,20240801,31,4,121359.73,30024.58,73
1473,20240901,31,4,131319.7,29764.63,113
1474,20241001,31,4,144628.2,30576.57,94
1475,20241101,31,4,168655.06,44064.57,94
1476,20241201,31,4,157498.46,36781.32,172
1477,20250101,31,4,153022.22,31474.21,131
1478,20250201,31,4,151440.15,38906.5,124
1479,20250301,31,4,155909.46,31564.81,109
1480,20250401,31,4,143466.72,40321.07,144
1481,20250501,31,4,152211.95,45333.9,113
1482,20250601,31,4,153037.35,32618.9,116
1483,20250701,31,4,121582.4,24542.34,103
1484,20250801,31,4,112315.8,30511.93,82
1485,20250901,31,4,154694.56,44540.64,128
1486,20251001,31,4,132112.98,27963.78,100
1487,20251101,31,4,186688.3,48019.27,126
1488,20251201,31,4,182221.05,47587.01,121
1489,20220101,32,4,63294.7,17127.2,36
1490,20220201,32,4,69307.62,18966.52,55
1491,20220301,32,4,70528.68,15954.43,43
1492,20220401,32,4,60841.57,13777.17,59
1493,20220501,32,4,70069.61,15123.53,49
1494,20220601,32,4,62029.47,15547.25,38
1495,20220701,32,4,53437.85,14492.21,48
1496,20220801,32,4,60120.49,16848.74,42
1497,20220901,32,4,61992.86,13980.15,45
1498,20221001,32,4,59180.87,15393.06,34
1499,20221101,32,4,81006.49,20500.74,78
1500,20221201,32,4,81182.64,23200.47,74
1501,20230101,32,4,70467.91,16295.71,41
1502,20230201,32,4,65300.3,17702.9,37
1503,20230301,32,4,68587.41,19157.7,40
1504,20230401,32,4,69356.61,19891.53,70
1505,20230501,32,4,59877.61,17341.21,47
1506,20230601,32,4,64502.57,15484.04,67
1507,20230701,32,4,61509.07,13167.13,54
1508,20230801,32,4,61942.99,13166.45,34
1509,20230901,32,4,62148.0,15874.2,37
1510,20231001,32,4,71754.63,20532.78,67
1511,20231101,32,4,76469.58,20837.79,82
1512,20231201,32,4,82735.72,20846.67,75
1513,20240101,32,4,62563.51,17932.81,35
1514,20240201,32,4,62935.78,17628.9,35
1515,20240301,32,4,69293.06,18385.43,59
1516,20240401,32,4,69909.24,19993.71,43
1517,20240501,32,4,72073.02,18023.19,63
1518,20240601,32,4,68820.13,19284.85,73
1519,20240701,32,4,51486.16,15139.32,29
1520,20240801,32,4,62858.04,18311.92,65
1521,20240901,32,4,66868.4,18281.64,44
1522,20241001,32,4,64105.33,15521.95,68
1523,20241101,32,4,80746.71,19719.36,50
1524,20241201,32,4,76964.61,19330.81,77
1525,20250101,32,4,69424.53,17483.71,45
1526,20250201,32,4,64551.28,18967.92,36
1527,20250301,32,4,67992.63,14618.92,62
1528,20250401,32,4,58846.45,12503.49,37
1529,20250501,32,4,72489.02,16067.06,44
1530,20250601,32,4,62514.32,13350.1,38
1531,20250701,32,4,61063.01,17669.92,46
1532,20250801,32,4,62315.2,16534.26,60
1533,20250901,32,4,66356.14,13581.68,65
1534,20251001,32,4,62748.17,13021.44,41
1535,20251101,32,4,80265.81,23510.96,71
1536,20251201,32,4,84853.78,18265.2,50
1537,20220101,33,4,64017.11,14360.75,58
1538,20220201,33,4,68712.01,17092.3,44
1539,20220301,33,4,64613.0,17358.29,49
1540,20220401,33,4,61721.99,17563.96,64
1541,20220501,33,4,67972.74,19606.92,48
1542,20220601,33,4,63659.35,13942.66,42
1543,20220701,33,4,60038.22,17412.55,60
1544,20220801,33,4,59455.33,14837.74,54
1545,20220901,33,4,62403.38,15490.47,60
1546,20221001,33,4,62246.99,17749.1,38
1547,20221101,33,4,74288.68,16052.41,66
1548,20221201,33,4,77368.89,15596.88,68
1549,20230101,33,4,61625.3,16214.82,46
1550,20230201,33,4,71671.09,16049.26,61
1551,20230301,33,4,67715.53,18579.31,66
1552,20230401,33,4,69423.83,17942.07,40
1553,20230501,33,4,71435.05,20173.24,42
1554,20230601,33,4,71954.01,20625.77,51
1555,20230701,33,4,54149.41,14951.8,51
1556,20230801,33,4,58661.67,15024.25,46
1557,20230901,33,4,70224.61,21046.69,69
1558,20231001,33,4,62836.64,17207.93,35
1559,20231101,33,4,76905.12,17649.51,80
1560,20231201,33,4,86629.85,23791.97,50
1561,20240101,33,4,65966.92,14473.36,68
1562,20240201,33,4,67410.75,16646.22,39
1563,20240301,33,4,59416.45,17106.45,43
1564,20240401,33,4,71021.95,18851.35,45
1565,20240501,33,4,62622.39,13521.15,65
1566,20240601,33,4,58546.99,13816.22,46
1567,20240701,33,4,62938.52,14645.84,47
1568,20240801,33,4,61268.24,14421.67,53
1569,20240901,33,4,65637.26,18025.34,63
1570,20241001,33,4,68339.92,14349.72,70
1571,20241101,33,4,75800.31,21694.87,44
1572,20241201,33,4,85621.61,21558.09,56
1573,20250101,33,4,64298.06,16715.07,67
1574,20250201,33,4,70683.04,21129.6,58
1575,20250301,33,4,65398.31,18863.51,43
1576,20250401,33,4,58897.42,15730.06,53
1577,20250501,33,4,69054.9,18425.26,66
1578,20250601,33,4,72384.37,15075.14,73
1579,20250701,33,4,63906.18,13576.81,58
1580,20250801,33,4,60294.37,13317.3,58
1581,20250901,33,4,69461.36,17537.85,66
1582,20251001,33,4,62078.6,16459.74,53
1583,20251101,33,4,83827.85,22601.29,78
1584,20251201,33,4,79901.61,19395.71,81
1585,20220101,34,4,62953.59,14868.1,44
1586,20220201,34,4,71943.85,20045.38,64
1587,20220301,34,4,68012.24,13876.12,39
1588,20220401,34,4,61364.63,15537.71,44
1589,20220501,34,4,70036.64,14666.44,59
1590,20220601,34,4,65615.63,14465.97,52
1591,20220701,34,4,62648.2,15620.21,53
1592,20220801,34,4,53003.09,13334.4,32
1593,20220901,34,4,59538.54,13933.25,35
1594,20221001,34,4,72387.76,21389.87,54
1595,20221101,34,4,75892.76,21264.02,64
1596,20221201,34,4,84301.86,21731.38,82
1597,20230101,34,4,59370.51,17419.11,41
1598,20230201,34,4,58956.38,17601.18,39
1599,20230301,34,4,68639.49,19246.47,44
1600,20230401,34,4,67204.66,14853.6,40
1601,20230501,34,4,64515.51,16998.01,43
1602,20230601,34,4,63417.68,14722.49,66
1603,20230701,34,4,52703.29,13602.78,29
1604,20230801,34,4,57484.5,14532.09,45
1605,20230901,34,4,67339.4,16317.69,55
1606,20231001,34,4,58873.14,17352.3,49
1607,20231101,34,4,73991.78,19594.62,51
1608,20231201,34,4,73658.19,20651.29,81
1609,20240101,34,4,69810.63,15224.37,56
1610,20240201,34,4,69938.1,18809.21,45
1611,20240301,34,4,66180.8,13591.67,45
1612,20240401,34,4,68263.66,18731.56,57
1613,20240501,34,4,72293.07,19006.58,56
1614,20240601,34,4,66258.06,18343.24,37
1615,20240701,34,4,54393.51,11654.25,49
1616,20240801,34,4,58877.04,16625.11,49
1617,20240901,34,4,62123.69,15679.23,36
1618,20241001,34,4,71424.42,14852.09,64
1619,20241101,34,4,79532.0,20027.54,55
1620,20241201,34,4,83252.98,18753.26,54
1621,20250101,34,4,68722.34,14309.35,38
1622,20250201,34,4,58676.14,16904.16,34
1623,20250301,34,4,59379.39,16261.98,46
1624,20250401,34,4,71687.03,18161.85,46
1625,20250501,34,4,68316.48,19057.09,49
1626,20250601,34,4,70596.12,20762.09,51
1627,20250701,34,4,60561.34,14415.95,52
1628,20250801,34,4,59865.92,13480.93,36
1629,20250901,34,4,68145.35,17572.28,45
1630,20251001,34,4,66950.76,19673.55,52
1631,20251101,34,4,72867.92,15313.17,52
1632,20251201,34,4,86799.47,21436.69,55
1633,20220101,35,4,66764.69,16542.65,38
1634,20220201,35,4,62469.08,15257.62,67
1635,20220301,35,4,70502.52,14687.69,66
1636,20220401,35,4,58604.08,13920.72,49
1637,20220501,35,4,63284.41,17237.43,36
1638,20220601,35,4,64068.02,17943.27,55
1639,20220701,35,4,52310.58,13421.06,45
1640,20220801,35,4,53072.67,12496.88,45
1641,20220901,35,4,59326.43,14990.01,38
1642,20221001,35,4,61322.54,17946.87,46
1643,20221101,35,4,82201.34,16798.64,69
1644,20221201,35,4,70995.36,19752.4,48
1645,20230101,35,4,60832.65,15786.44,41
1646,20230201,35,4,71490.22,14601.36,74
1647,20230301,35,4,72008.09,20028.84,40
1648,20230401,35,4,71353.82,14343.91,74
1649,20230501,35,4,66528.44,15581.57,43
1650,20230601,35,4,70430.33,14791.88,60
1651,20230701,35,4,58293.21,13229.83,33
1652,20230801,35,4,54555.74,16210.06,34
1653,20230901,35,4,68046.43,18016.32,44
1654,20231001,35,4,61074.96,16387.58,35
1655,20231101,35,4,87068.96,17479.04,59
1656,20231201,35,4,83412.0,21151.15,84
1657,20240101,35,4,64515.36,16102.13,60
1658,20240201,35,4,70489.71,16650.81,49
1659,20240301,35,4,60947.35,13041.46,38
1660,20240401,35,4,70752.17,20357.68,42
1661,20240501,35,4,65948.96,15289.28,37
1662,20240601,35,4,66133.98,14894.38,61
1663,20240701,35,4,59960.66,15039.56,45
1664,20240801,35,4,53320.88,10671.97,51
1665,20240901,35,4,60990.24,17373.78,57
1666,20241001,35,4,70304.42,17595.32,63
1667,20241101,35,4,77772.08,23045.67,44
1668,20241201,35,4,81179.48,20545.02,45
1669,20250101,35,4,61517.69,18390.49,40
1670,20250201,35,4,63682.5,14057.94,45
1671,20250301,35,4,70052.13,18949.6,44
1672,20250401,35,4,71000.89,16127.27,45
1673,20250501,35,4,70065.93,17426.44,53
1674,20250601,35,4,59541.27,17637.68,39
1675,20250701,35,4,56408.1,15352.96,57
1676,20250801,35,4,56503.53,16289.56,52
1677,20250901,35,4,63213.37,13530.42,58
1678,20251001,35,4,59734.36,12053.74,56
1679,20251101,35,4,81839.28,18278.65,65
1680,20251201,35,4,73482.08,16975.75,76
1681,20220101,36,4,65771.99,15759.96,42
1682,20220201,36,4,70457.35,14130.86,39
1683,20220301,36,4,62373.57,16277.25,67
1684,20220401,36,4,64003.4,18943.98,43
1685,20220501,36,4,61146.71,13133.4,58
1686,20220601,36,4,71094.86,16093.15,50
1687,20220701,36,4,60003.64,16224.22,33
1688,20220801,36,4,63835.7,13159.4,47
1689,20220901,36,4,61424.2,13612.57,62
1690,20221001,36,4,65127.71,13248.63,50
1691,20221101,36,4,86989.78,17460.12,66
1692,20221201,36,4,76911.71,19424.43,58
1693,20230101,36,4,66215.01,15245.68,72
1694,20230201,36,4,67362.84,16361.91,47
1695,20230301,36,4,60602.35,15616.05,59
1696,20230401,36,4,62862.93,13536.02,39
1697,20230501,36,4,67758.08,15373.68,56
1698,20230601,36,4,63618.42,17076.61,37
1699,20230701,36,4,55003.52,13619.44,51
1700,20230801,36,4,52116.24,13540.76,29
1701,20230901,36,4,66932.78,14141.3,39
1702,20231001,36,4,59570.39,14880.59,47
1703,20231101,36,4,82836.93,24200.91,61
1704,20231201,36,4,71167.28,17241.16,51
1705,20240101,36,4,64454.75,14043.09,57
1706,20240201,36,4,70336.62,14327.67,53
1707,20240301,36,4,64475.51,17919.34,49
1708,20240401,36,4,63601.33,16873.14,51
1709,20240501,36,4,72148.65,16456.93,76
1710,20240601,36,4,63424.82,13647.81,43
1711,20240701,36,4,56572.36,14038.11,53
1712,20240801,36,4,57303.11,16769.18,35
1713,20240901,36,4,65100.05,13751.62,54
1714,20241001,36,4,69460.12,14826.28,63
1715,20241101,36,4,82712.16,23199.16,69
1716,20241201,36,4,83498.54,17892.7,91
1717,20250101,36,4,65420.37,18126.46,71
1718,20250201,36,4,60483.53,12219.62,45
1719,20250301,36,4,63573.7,18625.22,47
1720,20250401,36,4,64517.91,16818.51,59
1721,20250501,36,4,70676.18,19643.51,56
1722,20250601,36,4,60228.95,18060.04,34
1723,20250701,36,4,52081.04,10744.78,54
1724,20250801,36,4,53155.95,11576.49,47
1725,20250901,36,4,67334.36,14391.34,40
1726,20251001,36,4,67307.99,16208.63,57
1727,20251101,36,4,83616.05,18294.49,76
1728,20251201,36,4,73239.06,14750.15,47
1729,20220101,37,4,63203.03,15762.34,68
1730,20220201,37,4,66894.66,18879.3,38
1731,20220301,37,4,65407.13,17384.72,50
1732,20220401,37,4,68712.07,18179.35,58
1733,20220501,37,4,67374.51,20183.13,40
1734,20220601,37,4,63684.16,16433.84,64
1735,20220701,37,4,58400.44,11961.4,37
1736,20220801,37,4,58924.98,16710.71,57
1737,20220901,37,4,65736.64,18088.81,39
1738,20221001,37,4,69293.69,16490.31,63
1739,20221101,37,4,72397.77,20114.21,63
1740,20221201,37,4,76363.7,22457.72,77
1741,20230101,37,4,63770.71,14355.13,37
1742,20230201,37,4,71494.54,14781.6,43
1743,20230301,37,4,63510.82,18969.54,39
1744,20230401,37,4,69377.96,18764.22,60
1745,20230501,37,4,63782.69,17486.46,38
1746,20230601,37,4,70611.43,15148.92,47
1747,20230701,37,4,58658.38,14917.01,47
1748,20230801,37,4,54949.08,12184.53,31
1749,20230901,37,4,69427.43,14083.65,46
1750,20231001,37,4,69873.66,19021.31,41
1751,20231101,37,4,78754.14,21761.68,47
1752,20231201,37,4,84681.04,20383.76,83
1753,20240101,37,4,68964.32,18467.69,69
1754,20240201,37,4,72374.59,15459.62,45
1755,20240301,37,4,62104.35,12758.76,34
1756,20240401,37,4,63522.9,14995.35,63
1757,20240501,37,4,62994.94,13035.06,45
1758,20240601,37,4,60127.92,16930.27,43
1759,20240701,37,4,56851.7,16400.31,45
1760,20240801,37,4,60929.03,13031.37,58
1761,20240901,37,4,61728.72,16746.14,63
1762,20241001,37,4,71339.0,14471.26,41
1763,20241101,37,4,77364.44,21408.87,64
1764,20241201,37,4,75427.49,21200.22,56
1765,20250101,37,4,66185.23,16686.39,45
1766,20250201,37,4,62383.63,16586.6,51
1767,20250301,37,4,61643.24,16804.97,56
1768,20250401,37,4,64338.22,15791.33,48
1769,20250501,37,4,60133.54,14143.63,47
1770,20250601,37,4,61634.15,15494.08,37
1771,20250701,37,4,52278.14,13400.95,41
1772,20250801,37,4,57024.26,13289.25,53
1773,20250901,37,4,67106.57,18963.68,59
1774,20251001,37,4,68995.85,18568.28,54
1775,20251101,37,4,84002.67,23233.57,76
1776,20251201,37,4,86309.6,25815.31,69
1777,20220101,38,4,58658.06,13008.46,58
1778,20220201,38,4,58950.72,15392.32,38
1779,20220301,38,4,68855.09,18273.28,63
1780,20220401,38,4,63180.31,15510.15,54
1781,20220501,38,4,67983.81,17030.66,69
1782,20220601,38,4,71996.41,21168.91,72
1783,20220701,38,4,52005.45,10981.73,44
1784,20220801,38,4,52998.91,12975.71,50
1785,20220901,38,4,61625.79,13210.63,54
1786,20221001,38,4,65730.73,15210.12,38
1787,20221101,38,4,77293.57,22241.14,71
1788,20221201,38,4,79792.15,16844.34,49
1789,20230101,38,4,67700.67,14371.56,67
1790,20230201,38,4,65891.64,17958.38,55
1791,20230301,38,4,65641.9,19083.99,56
1792,20230401,38,4,67346.05,15595.58,70
1793,20230501,38,4,58909.14,13023.32,46
1794,20230601,38,4,63857.84,18341.89,55
1795,20230701,38,4,58109.39,11623.0,42
1796,20230801,38,4,62001.08,16302.34,58
1797,20230901,38,4,61405.43,16377.4,50
1798,20231001,38,4,62066.28,18417.63,52
1799,20231101,38,4,75963.52,19060.76,43
1800,20231201,38,4,80035.84,18975.09,88
1801,20240101,38,4,63178.54,15059.15,53
1802,20240201,38,4,72156.08,20717.65,55
1803,20240301,38,4,66857.35,13430.16,72
1804,20240401,38,4,66830.0,18296.65,48
1805,20240501,38,4,71776.89,20029.57,40
1806,20240601,38,4,70386.28,17929.5,60
1807,20240701,38,4,59106.18,17445.6,40
1808,20240801,38,4,53484.45,14995.16,47
1809,20240901,38,4,70913.58,16380.24,52
1810,20241001,38,4,70229.32,21029.03,72
1811,20241101,38,4,80189.92,23154.66,72
1812,20241201,38,4,78232.52,20938.15,61
1813,20250101,38,4,66973.94,19390.76,53
